13.19837087,55.70900744,59.2999992
13.1983954,55.70900744,59.2999992
13.19841992,55.70900744,59.5600014
13.19844445,55.70900744,59.6699982
13.19846897,55.70900744,59.7200012
13.1984935,55.70900744,59.7400017
13.19851802,55.70900744,59.7400017
13.19854254,55.70900744,59.7999992
13.19856707,55.70900744,59.6199989
13.19859159,55.70900744,59.3600006
13.19861612,55.70900744,59.3600006
13.19864064,55.70900744,59.3899994
13.19866517,55.70900744,59.4399986
13.19868969,55.70900744,59.5299988
13.19871422,55.70900744,59.5299988
13.19873874,55.70900744,59.4799995
13.19876326,55.70900744,59.4900017
13.19878779,55.70900744,59.5
13.19881231,55.70900744,59.5099983
13.19883684,55.70900744,59.5099983
13.19886136,55.70900744,59.5099983
13.19888589,55.70900744,59.5200005
13.19891041,55.70900744,59.5299988
13.19893494,55.70900744,59.5299988
13.19895946,55.70900744,59.5499992
13.19898399,55.70900744,59.5600014
13.19900851,55.70900744,59.5699997
13.19903303,55.70900744,59.5699997
13.19905756,55.70900744,59.5800018
13.19908208,55.70900744,59.5900002
13.19910661,55.70900744,59.6300011
13.19913113,55.70900744,59.6699982
13.19915566,55.70900744,59.6699982
13.19918018,55.70900744,59.5600014
13.19920471,55.70900744,59.4000015
13.19922923,55.70900744,59.5400009
13.19925376,55.70900744,59.5400009
13.19927828,55.70900744,59.5299988
13.1993028,55.70900744,59.5400009
13.19932733,55.70900744,59.5900002
13.19935185,55.70900744,59.5900002
13.19937638,55.70900744,59.6399994
13.1994009,55.70900744,59.7299995
13.19942543,55.70900744,59.8300018
13.19944995,55.70900744,59.9300003
13.19947448,55.70900744,59.9300003
13.199499,55.70900744,59.9900017
13.19952352,55.70900744,60.0499992
13.19954805,55.70900744,60.1199989
13.19957257,55.70900744,60.1199989
13.1995971,55.70900744,60.1899986
13.19962162,55.70900744,60.2599983
13.19964615,55.70900744,60.3300018
13.19967067,55.70900744,60.3300018
13.1996952,55.70900744,60.3699989
13.19971972,55.70900744,60.3199997
13.19974425,55.70900744,60.2999992
13.19976877,55.70900744,60.2799988
13.19979329,55.70900744,60.2799988
13.19981782,55.70900744,60.2599983
13.19984234,55.70900744,60.2999992
13.19986687,55.70900744,60.3100014
13.19989139,55.70900744,60.3100014
13.19991592,55.70900744,60.2900009
13.19994044,55.70900744,60.3100014
13.19996497,55.70900744,60.2200012
13.19998949,55.70900744,60.25
13.20001402,55.70900744,60.25
13.20003854,55.70900744,60.2599983
13.20006306,55.70900744,60.2900009
13.20008759,55.70900744,60.3499985
13.20011211,55.70900744,60.3499985
13.20013664,55.70900744,60.4099998
13.20016116,55.70900744,60.4799995
13.20018569,55.70900744,60.5999985
13.20021021,55.70900744,60.5999985
13.20023474,55.70900744,60.7299995
13.20025926,55.70900744,60.7900009
13.20028379,55.70900744,60.8400002
13.20030831,55.70900744,60.7999992
13.20033283,55.70900744,60.7999992
13.20035736,55.70900744,60.8100014
13.20038188,55.70900744,60.8699989
13.20040641,55.70900744,60.8100014
13.20043093,55.70900744,60.8100014
13.20045546,55.70900744,60.8300018
13.20047998,55.70900744,60.9599991
13.20050451,55.70900744,61.0499992
13.20052903,55.70900744,61.0499992
13.20055355,55.70900744,61.0499992
13.20057808,55.70900744,61.0999985
13.2006026,55.70900744,61.25
13.20062713,55.70900744,61.2700005
13.20065165,55.70900744,61.2700005
13.20067618,55.70900744,61.3499985
13.2007007,55.70900744,61.3600006
13.20072523,55.70900744,61.4300003
13.20074975,55.70900744,61.4300003
13.20077428,55.70900744,61.4199982
13.2007988,55.70900744,61.5299988
13.20082332,55.70900744,61.5499992
13.20084785,55.70900744,61.5499992
13.20087237,55.70900744,61.5800018
13.2008969,55.70900744,61.6100006
